100599697407	0	0	1	0
100927365172	0	0	1	0
101548785444	0	0	0	0
101621326212	0	0	1	0
101679787780	0	0	1	0
101818209438	1	0	0	0
101886368239	1	0	0	0
102535398052	1	0	0	0
102653311166	0	0	1	0
102792417316	0	0	1	0
103301884142	0	0	1	0
103745650147	0	0	1	0
103753741251	1	0	0	0
104255453279	0	0	1	0
104619031972	1	0	0	0
104684233907	1	0	0	0
104869051540	0	0	1	0
10520081813	0	0	0	1
105393450179	1	0	0	0
105489980463	1	0	0	0
10549566421	0	0	1	0
106582662371	0	0	1	0
106618935903	0	0	0	1
106654490990	0	0	1	0
107404936340	1	0	0	0
107468636398	1	0	0	0
107707095283	0	0	1	0
10775836053	1	0	0	0
108036217988	0	0	1	0
108037887630	1	0	0	0
1082590277	0	0	0	1
108691940638	0	0	1	0
10895608725	1	0	0	0
108990266468	0	0	1	0
10915265653	1	0	0	0
109271307267	0	0	1	0
110249303619	0	0	1	0
110646396179	0	0	1	0
111090583023	1	0	0	0
111267576526	1	0	0	0
111499688691	1	0	0	0
111594811279	0	0	1	0
112012631455	1	0	0	0
112163312575	0	0	1	0
112204206403	0	0	1	0
112421897055	0	0	1	0
112581706547	0	0	1	0
112832446334	0	0	1	0
112992357668	0	0	1	0
113637050612	0	0	1	0
114062617630	1	0	0	0
114247266884	0	0	1	0
114372912483	1	0	0	0
114691616084	0	0	1	0
114772733363	0	0	1	0
115361897444	1	0	0	0
115913686878	0	0	1	0
116060846115	1	0	0	0
116184680516	1	0	0	0
116537103107	0	0	1	0
116782441023	0	0	0	1
117152161091	0	0	1	0
117261338559	0	0	1	0
117337801396	0	0	1	0
117589622703	0	0	1	0
118143145427	0	0	1	0
118202111411	1	0	0	0
11872666293	0	0	1	0
118769031076	0	0	1	0
11884137365	0	0	0	1
118898782926	1	0	0	0
118927504622	0	0	1	0
118976530191	0	0	1	0
118978780484	1	0	0	0
11909425365	0	0	1	0
119922572531	0	0	1	0
1199267365	0	0	1	0
120423240623	0	0	1	0
120441226014	0	0	0	1
12046822341	0	0	1	0
120572944670	0	0	1	0
12082280853	0	0	1	0
120937963715	0	0	1	0
121132056334	0	0	1	0
121157395182	0	0	1	0
121733750222	1	0	0	0
122016851663	0	0	0	1
122087389247	0	0	0	0
122143153087	1	0	0	0
122341040547	0	0	1	0
122516348302	0	0	1	0
122742485172	0	0	1	0
122819020707	0	0	1	0
122826064718	0	0	1	0
123176212932	0	0	1	0
123311141316	0	0	0	0
123741544435	0	0	0	1
